date,description,category
2017-02-02,admn biaya,Lainnya
2017-02-03,sabun,Belanja
2017-02-03,cemilna,Makanan & Minuman
2017-02-03,bhank bunga,Investasi
2017-02-03,pls,Tagihan
2017-02-03,pagi kopi,Makanan & Minuman
2017-02-04,bioskop,Hiburan
2017-02-04,belanja blnan mingguan,Belanja
2017-02-04,lain-lain,Lainnya
2017-02-04,prir,Tagihan
2017-02-04,bioskop,Hiburan
2017-02-04,jmain ke mall,Hiburan
2017-02-04,alpamart,Belanja
2017-02-04,gfood,Makanan & Minuman
2017-02-04,mam smalam,Makanan & Minuman
2017-02-04,bioskop,Hiburan
2017-02-04,admin fee,Lainnya
2017-02-05,pulsa,Tagihan
2017-02-05,mam siang,Makanan & Minuman
2017-02-05,tissue,Belanja
2017-02-05,isi game,Hiburan
2017-02-05,isi pulsa,Tagihan
2017-02-05,indomrt,Belanja
2017-02-06,warteg,Makanan & Minuman
2017-02-06,fee admin,Lainnya
2017-02-06,cemilan,Makanan & Minuman
2017-02-06,go-food,Makanan & Minuman
2017-02-06,bonus,Gaji
2017-02-06,idm,Belanja
2017-02-06,lain-lain,Lainnya
2017-02-07,tisssue,Belanja
2017-02-07,sabun,Belanja
2017-02-07,fee admin,Lainnya
2017-02-07,admn biya,Lainnya
2017-02-07,tisu,Belanja
2017-02-07,biaya admn,Lainnya
2017-02-07,indodmrt,Belanja
2017-02-08,biaya adm,Lainnya
2017-02-08,pagi ngopi,Makanan & Minuman
2017-02-08,bnn iuarn,Tagihan
2017-02-08,indomaret,Belanja
2017-02-08,gfood,Makanan & Minuman
2017-02-08,bioskop,Hiburan
2017-02-08,bnga bank,Investasi
2017-02-08,lain-lain,Lainnya
2017-02-08,lain-lain,Lainnya
2017-02-09,cb,Investasi
2017-02-09,lainj-lain,Lainnya
2017-02-09,mam siang,Makanan & Minuman
2017-02-09,lain-lain,Lainnya
2017-02-09,tisue,Belanja
2017-02-09,admin biaya,Lainnya
2017-02-09,bioskop,Hiburan
2017-02-09,lain-lain,Lainnya
2017-02-10,tisue,Belanja
2017-02-10,paketan,Tagihan
2017-02-10,bunga rek,Investasi
2017-02-10,pulsa,Tagihan
2017-02-10,bunga rek,Investasi
2017-02-10,mkan siang,Makanan & Minuman
2017-02-10,mkn siang,Makanan & Minuman
2017-02-10,alpamart,Belanja
2017-02-10,bpjs,Tagihan
2017-02-11,tisue,Belanja
2017-02-11,kbtuhan pokok,Belanja
2017-02-11,indomart,Belanja
2017-02-11,streming,Hiburan
2017-02-11,prkr,Tagihan
2017-02-11,main ke mall,Hiburan
2017-02-11,lain-lain,Lainnya
2017-02-11,lain-lain,Lainnya
2017-02-12,bln urn,Tagihan
2017-02-12,sabun,Belanja
2017-02-12,token,Tagihan
2017-02-12,warteg,Makanan & Minuman
2017-02-12,blnan iuran,Tagihan
2017-02-12,sabun,Belanja
2017-02-12,air,Tagihan
2017-02-12,bpjs,Tagihan
2017-02-13,streming,Hiburan
2017-02-13,byaya admin,Lainnya
2017-02-13,boskop,Hiburan
2017-02-13,bioskop,Hiburan
2017-02-13,streaming,Hiburan
2017-02-13,simpanan,Investasi
2017-02-13,prkr,Tagihan
2017-02-14,sdabun,Belanja
2017-02-14,warteg,Makanan & Minuman
2017-02-14,pokok keb.,Belanja
2017-02-15,insentif,Gaji
2017-02-15,streming,Hiburan
2017-02-15,main ke amll,Hiburan
2017-02-15,tisu,Belanja
2017-02-16,streimng,Hiburan
2017-02-16,gopud,Makanan & Minuman
2017-02-16,ulsa,Tagihan
2017-02-16,bhpjs,Tagihan
2017-02-16,lstrk,Tagihan
2017-02-16,alfamart,Belanja
2017-02-16,stock dapur dapur,Belanja
2017-02-17,bya admn,Lainnya
2017-02-17,warteg,Makanan & Minuman
2017-02-17,prkir,Tagihan
2017-02-17,byaya admn,Lainnya
2017-02-17,main ke mlal,Hiburan
2017-02-17,biya admn,Lainnya
2017-02-18,warteg,Makanan & Minuman
2017-02-18,biya admin,Lainnya
2017-02-18,bioskop,Hiburan
2017-02-18,dpt scashback,Investasi
2017-02-18,mam mallam,Makanan & Minuman
2017-02-18,ntflixan,Hiburan
2017-02-18,bioskop,Hiburan
2017-02-18,bons,Gaji
2017-02-19,biya admin,Lainnya
2017-02-19,tisu,Belanja
2017-02-19,kbtuan pokok,Belanja
2017-02-19,netflixan,Hiburan
2017-02-19,tp up gkame,Hiburan
2017-02-19,prkir,Tagihan
2017-02-19,alfamart,Belanja
2017-02-19,idomart,Belanja
2017-02-19,listrik,Tagihan
2017-02-19,pls,Tagihan
2017-02-20,tissu,Belanja
2017-02-20,lain-lain,Lainnya
2017-02-20,main ke kmall,Hiburan
2017-02-21,tisue,Belanja
2017-02-21,byaya adm,Lainnya
2017-02-21,kebutuan pokok,Belanja
2017-02-21,bnga bank,Investasi
2017-02-21,bioskop,Hiburan
2017-02-21,blnan iuran,Tagihan
2017-02-21,netflixan,Hiburan
2017-02-21,project freelaance,Gaji
2017-02-22,byaya admin,Lainnya
2017-02-22,bioksop,Hiburan
2017-02-22,alfamart,Belanja
2017-02-22,idm,Belanja
2017-02-22,belanja mingguan,Belanja
2017-02-22,bilya admn,Lainnya
2017-02-23,jjajn sosre,Makanan & Minuman
2017-02-23,indomaret,Belanja
2017-02-23,lain-lain,Lainnya
2017-02-23,sabun,Belanja
2017-02-23,lstgriik,Tagihan
2017-02-23,tissue,Belanja
2017-02-24,gaji bln,Gaji
2017-02-24,mam malam,Makanan & Minuman
2017-02-24,lain-lain,Lainnya
2017-02-24,gofud,Makanan & Minuman
2017-02-24,topup gam,Hiburan
2017-02-24,bpjs,Tagihan
2017-02-24,cashback,Investasi
2017-02-24,tabungan,Investasi
2017-02-24,main ke mall,Hiburan
2017-02-24,gaji bln,Gaji
2017-02-24,isi pulsa,Tagihan
2017-02-24,bioskop,Hiburan
2017-02-25,byaya sadmn,Lainnya
2017-02-25,uplsa,Tagihan
2017-02-25,lain-lain,Lainnya
2017-02-25,mall main ke,Hiburan
2017-02-25,bonus,Gaji
2017-02-25,bonus,Gaji
2017-02-26,tgisue,Belanja
2017-02-26,indomaret,Belanja
2017-02-26,lain-lain,Lainnya
2017-02-26,lain-lain,Lainnya
2017-02-26,prkr,Tagihan
2017-02-26,bioskop,Hiburan
2017-02-26,netflixan,Hiburan
2017-02-26,sabun,Belanja
2017-02-26,adsmin biya,Lainnya
2017-02-26,byaya adm,Lainnya
2017-02-27,lain-lain,Lainnya
2017-02-27,prkr,Tagihan
2017-02-27,lain-lain,Lainnya
2017-02-28,gopud,Makanan & Minuman
2017-02-28,indomart,Belanja
2017-02-28,lstkriik,Tagihan
2017-02-28,isi game,Hiburan
2017-02-28,kopi pai,Makanan & Minuman
2017-02-28,air,Tagihan
2017-02-28,top up gmae,Hiburan
2017-02-28,nasi warugn,Makanan & Minuman
2017-02-28,bioskop,Hiburan
2017-03-01,internte,Tagihan
2017-03-01,lain-lain,Lainnya
2017-03-01,biya adm,Lainnya
2017-03-01,intrnet,Tagihan
2017-03-01,main ke mall,Hiburan
2017-03-02,iurn bln,Tagihan
2017-03-02,bliya admin,Lainnya
2017-03-02,tp game up,Hiburan
2017-03-02,air,Tagihan
2017-03-02,ashback dpt,Investasi
2017-03-03,investasi,Investasi
2017-03-03,tp up gkame,Hiburan
2017-03-03,striming,Hiburan
2017-03-03,isi game,Hiburan
2017-03-03,bpjs,Tagihan
2017-03-03,up gme tp,Hiburan
2017-03-04,alfa,Belanja
2017-03-04,streimng,Hiburan
2017-03-05,internetan,Tagihan
2017-03-05,main ke mall,Hiburan
2017-03-05,alfa,Belanja
2017-03-05,alin-lain,Lainnya
2017-03-05,lstriik,Tagihan
2017-03-05,air,Tagihan
2017-03-05,tissue,Belanja
2017-03-05,blanja mhingguan,Belanja
2017-03-06,jajanan sore,Makanan & Minuman
2017-03-06,lain-lain,Lainnya
2017-03-06,air,Tagihan
2017-03-07,iuran byr,Tagihan
2017-03-07,topup gam,Hiburan
2017-03-07,topup gam,Hiburan
2017-03-07,sabun,Belanja
2017-03-07,main ke mall,Hiburan
2017-03-07,idm,Belanja
2017-03-07,kopi pagi,Makanan & Minuman
2017-03-07,bioskop,Hiburan
2017-03-08,streaming,Hiburan
2017-03-08,admin fee,Lainnya
2017-03-08,lain-lain,Lainnya
2017-03-08,alin-lain,Lainnya
2017-03-08,sabun,Belanja
2017-03-08,insentif,Gaji
2017-03-09,jajann sore,Makanan & Minuman
2017-03-09,blnja mingguan,Belanja
2017-03-09,streming,Hiburan
2017-03-09,makan malam,Makanan & Minuman
2017-03-10,gofodd,Makanan & Minuman
2017-03-10,blnja mingguan,Belanja
2017-03-10,pulsa isi,Tagihan
2017-03-10,main ke mall,Hiburan
2017-03-10,bpjs,Tagihan
2017-03-10,lain-lain,Lainnya
2017-03-10,fbiaya adm,Lainnya
2017-03-10,lain-lain,Lainnya
2017-03-10,nyemil sore,Makanan & Minuman
2017-03-10,fee adm,Lainnya
2017-03-11,kbtuhn pkk,Belanja
2017-03-11,tius,Belanja
2017-03-11,bonus,Gaji
2017-03-11,lain-ain,Lainnya
2017-03-11,air,Tagihan
2017-03-11,siang mam,Makanan & Minuman
2017-03-11,belanja dajpur kebutuhan,Belanja
2017-03-11,nyemil sore,Makanan & Minuman
2017-03-11,tissue,Belanja
2017-03-11,inves,Investasi
2017-03-11,ke mall main,Hiburan
2017-03-12,mingguan blanja,Belanja
2017-03-12,striming,Hiburan
2017-03-12,alfamrt,Belanja
2017-03-12,byaya admin,Lainnya
2017-03-12,gfood,Makanan & Minuman
2017-03-13,mam siang,Makanan & Minuman
2017-03-14,ndomrt,Belanja
2017-03-14,intrnet,Tagihan
2017-03-14,tissue,Belanja
2017-03-14,isi pulsa,Tagihan
2017-03-14,chashback,Investasi
2017-03-14,cemillan,Makanan & Minuman
2017-03-14,air,Tagihan
2017-03-15,sabn,Belanja
2017-03-15,streaming,Hiburan
2017-03-15,indormt,Belanja
2017-03-15,insentif,Gaji
2017-03-16,main ke mall,Hiburan
2017-03-16,streaming,Hiburan
2017-03-16,paketan,Tagihan
2017-03-16,lain-lain,Lainnya
2017-03-16,biya admin,Lainnya
2017-03-16,main ke mall,Hiburan
2017-03-16,wrg nasi,Makanan & Minuman
2017-03-16,bpjs,Tagihan
2017-03-16,warung nasi,Makanan & Minuman
2017-03-16,belalnja bulaann mingguan,Belanja
2017-03-17,belanja kebutsuhan mingguan,Belanja
2017-03-17,indomrt,Belanja
2017-03-17,stock dapur dapur,Belanja
2017-03-17,nnaem modal,Investasi
2017-03-17,strjeming,Hiburan
2017-03-17,mkan siang,Makanan & Minuman
2017-03-17,bioskop,Hiburan
2017-03-17,jajann soer,Makanan & Minuman
2017-03-18,bya admin,Lainnya
2017-03-18,lain-lain,Lainnya
2017-03-18,kindomart,Belanja
2017-03-18,bioskop,Hiburan
2017-03-18,air,Tagihan
2017-03-18,lain-lain,Lainnya
2017-03-18,kebutuan pokjok,Belanja
2017-03-18,lain-lain,Lainnya
2017-03-18,isi pulsa,Tagihan
2017-03-18,gajian,Gaji
2017-03-18,kpi pagi,Makanan & Minuman
2017-03-18,bpjs,Tagihan
2017-03-18,insentif,Gaji
2017-03-19,pokok kebutuan,Belanja
2017-03-19,biya adm,Lainnya
2017-03-19,bya adm,Lainnya
2017-03-19,bya adm,Lainnya
2017-03-20,main ke mll,Hiburan
2017-03-20,lain-lain,Lainnya
2017-03-20,mam malam,Makanan & Minuman
2017-03-20,lain-lain,Lainnya
2017-03-21,isi plusa,Tagihan
2017-03-21,fee amn,Lainnya
2017-03-21,ngopi pagi,Makanan & Minuman
2017-03-21,kman malam,Makanan & Minuman
2017-03-21,wrg nasi,Makanan & Minuman
2017-03-21,tissue,Belanja
2017-03-21,tbungan,Investasi
2017-03-22,indomaret,Belanja
2017-03-22,iuran blnan,Tagihan
2017-03-22,kopi-kopi pagi,Makanan & Minuman
2017-03-22,wrg nsasi,Makanan & Minuman
2017-03-22,internet,Tagihan
2017-03-22,gofud,Makanan & Minuman
2017-03-22,tp up game,Hiburan
2017-03-22,tisu,Belanja
2017-03-22,sabun,Belanja
2017-03-23,bunga rek,Investasi
2017-03-23,belnaja mingguan,Belanja
2017-03-24,inet,Tagihan
2017-03-24,striming,Hiburan
2017-03-24,invest,Investasi
2017-03-24,tokn,Tagihan
2017-03-24,interest,Investasi
2017-03-24,lain-lain,Lainnya
2017-03-24,bonus,Gaji
2017-03-24,strmiing,Hiburan
2017-03-25,keb. pokok,Belanja
2017-03-25,listrik,Tagihan
2017-03-25,investasi,Investasi
2017-03-25,onus,Gaji
2017-03-25,bealnja blnn mingguan,Belanja
2017-03-25,simpanan,Investasi
2017-03-25,gofud,Makanan & Minuman
2017-03-26,main mall ke,Hiburan
2017-03-26,wrg nasi,Makanan & Minuman
2017-03-26,kopi pagi,Makanan & Minuman
2017-03-26,mam malam,Makanan & Minuman
2017-03-26,lstrk,Tagihan
2017-03-26,air,Tagihan
2017-03-27,sore jajann,Makanan & Minuman
2017-03-27,bya admn,Lainnya
2017-03-27,gfood,Makanan & Minuman
2017-03-27,jajann sore,Makanan & Minuman
2017-03-28,bphjs,Tagihan
2017-03-28,fee admin,Lainnya
2017-03-28,bioskop,Hiburan
2017-03-28,internetan,Tagihan
2017-03-28,tissue,Belanja
2017-03-28,asbun,Belanja
2017-03-28,tisus,Belanja
2017-03-28,sabnu,Belanja
2017-03-29,streaming,Hiburan
2017-03-29,lain-lain,Lainnya
2017-03-29,bya admin,Lainnya
2017-03-29,air,Tagihan
2017-03-29,intenret,Tagihan
2017-03-29,indomaret,Belanja
2017-03-29,pagi kpi,Makanan & Minuman
2017-03-29,sabun,Belanja
2017-03-29,tp up gme,Hiburan
2017-03-30,internet,Tagihan
2017-03-30,biyaa admn,Lainnya
2017-03-30,intrnet,Tagihan
2017-03-30,makan malam,Makanan & Minuman
2017-03-30,mkn siang,Makanan & Minuman
2017-03-30,ngopi pagi,Makanan & Minuman
2017-03-30,lain-lain,Lainnya
2017-03-30,bunga bank,Investasi
2017-03-30,byaya adm,Lainnya
2017-03-30,tissu,Belanja
2017-03-31,insentif,Gaji
2017-03-31,iuran blnan,Tagihan
2017-03-31,int,Tagihan
2017-03-31,byr iuran,Tagihan
2017-03-31,sabun,Belanja
2017-03-31,tisu,Belanja
2017-04-01,bpljs,Tagihan
2017-04-01,jajanan gsore,Makanan & Minuman
2017-04-01,biaya admn,Lainnya
2017-04-02,man ke mall,Hiburan
2017-04-02,asbun,Belanja
2017-04-02,byaay admin,Lainnya
2017-04-02,intrnt,Tagihan
2017-04-02,bnlga bank,Investasi
2017-04-02,tisue,Belanja
2017-04-02,belanja kebutuhan amingguan,Belanja
2017-04-02,main mll ke,Hiburan
2017-04-02,mkan malam,Makanan & Minuman
2017-04-03,dmain ke mall,Hiburan
2017-04-03,bioskop,Hiburan
2017-04-03,maki,Makanan & Minuman
2017-04-03,makan siang,Makanan & Minuman
2017-04-03,lain-lain,Lainnya
2017-04-03,bioskop,Hiburan
2017-04-03,sied job,Gaji
2017-04-03,khebutuan pokok,Belanja
2017-04-04,bpjs,Tagihan
2017-04-04,iuran lbnan,Tagihan
2017-04-04,isi game,Hiburan
2017-04-04,bioskop,Hiburan
2017-04-04,toup gam,Hiburan
2017-04-05,belanja mingguan,Belanja
2017-04-05,blanja mingguan,Belanja
2017-04-05,bonus,Gaji
2017-04-05,lain-lain,Lainnya
2017-04-06,adm biaya,Lainnya
2017-04-06,pakketan,Tagihan
2017-04-06,striming,Hiburan
2017-04-06,wrg nasi,Makanan & Minuman
2017-04-06,biya adm,Lainnya
2017-04-07,streming,Hiburan
2017-04-07,biaya admin,Lainnya
2017-04-07,intrnet,Tagihan
2017-04-07,bya admin,Lainnya
2017-04-08,warung nasi,Makanan & Minuman
2017-04-08,token,Tagihan
2017-04-08,bioskop,Hiburan
2017-04-08,eblanja blnan mingguan,Belanja
2017-04-08,jajahnn sore,Makanan & Minuman
2017-04-08,tisue,Belanja
2017-04-08,isi game,Hiburan
2017-04-08,bunga bakn,Investasi
2017-04-09,tisu,Belanja
2017-04-09,cemilan,Makanan & Minuman
2017-04-09,main ke mall,Hiburan
2017-04-09,sore nyemil,Makanan & Minuman
2017-04-09,iurn bln,Tagihan
2017-04-09,lain-lain,Lainnya
2017-04-09,bunga rek,Investasi
2017-04-09,belanja kebutuhan mingguan,Belanja
2017-04-09,stremikng,Hiburan
2017-04-10,mal ke main,Hiburan
2017-04-10,bioskop,Hiburan
2017-04-10,indomaret,Belanja
2017-04-10,iuran blnan,Tagihan
2017-04-10,gofood,Makanan & Minuman
2017-04-10,bidoskop,Hiburan
2017-04-10,biyaa adm,Lainnya
2017-04-11,idm,Belanja
2017-04-11,cemilan,Makanan & Minuman
2017-04-11,bioskop,Hiburan
2017-04-11,iuran bnn,Tagihan
2017-04-11,striming,Hiburan
2017-04-11,air,Tagihan
2017-04-12,lain-lain,Lainnya
2017-04-12,mkan siang,Makanan & Minuman
2017-04-12,bunga rek,Investasi
2017-04-12,sabun,Belanja
2017-04-12,warung nais,Makanan & Minuman
2017-04-12,pulsa,Tagihan
2017-04-12,stock dafpur mingguan,Belanja
2017-04-12,gofood,Makanan & Minuman
2017-04-12,parikr,Tagihan
2017-04-13,gofud,Makanan & Minuman
2017-04-13,kebutuan pkok,Belanja
2017-04-13,isi pulsa,Tagihan
2017-04-13,alfa,Belanja
2017-04-13,tissue,Belanja
2017-04-13,isi game,Hiburan
2017-04-14,isi game,Hiburan
2017-04-14,bpjs,Tagihan
2017-04-14,lain-lain,Lainnya
2017-04-14,bps,Tagihan
2017-04-14,wrg nasi,Makanan & Minuman
2017-04-14,tp up game,Hiburan
2017-04-14,air,Tagihan
2017-04-14,lain-lain,Lainnya
2017-04-14,tiasu,Belanja
2017-04-14,cemilan,Makanan & Minuman
2017-04-15,air,Tagihan
2017-04-15,iaya adm,Lainnya
2017-04-15,tp up game,Hiburan
2017-04-15,bioskop,Hiburan
2017-04-15,bonus,Gaji
2017-04-15,gfood,Makanan & Minuman
2017-04-15,up ame tp,Hiburan
2017-04-15,sabun,Belanja
2017-04-16,main mall ke,Hiburan
2017-04-16,bonus,Gaji
2017-04-16,project freelance,Gaji
2017-04-16,bioskop,Hiburan
2017-04-16,indomaret,Belanja
2017-04-16,cb,Investasi
2017-04-16,lains-lain,Lainnya
2017-04-16,toupp gam,Hiburan
2017-04-16,freelance project,Gaji
2017-04-16,keb. pokok,Belanja
2017-04-16,lain-lain,Lainnya
2017-04-16,top up game,Hiburan
2017-04-17,lain-lain,Lainnya
2017-04-17,lain-lain,Lainnya
2017-04-17,netflixan,Hiburan
2017-04-17,biaya adm,Lainnya
2017-04-17,insentif,Gaji
2017-04-17,topup gam,Hiburan
2017-04-17,lai-nlain,Lainnya
2017-04-18,belanja kebutuhan dapur,Belanja
2017-04-18,pls,Tagihan
2017-04-18,jajan sore,Makanan & Minuman
2017-04-19,bioskop,Hiburan
2017-04-19,mingguan blnja,Belanja
2017-04-19,frilens,Gaji
2017-04-20,biya admin,Lainnya
2017-04-20,gofood,Makanan & Minuman
2017-04-20,sabun,Belanja
2017-04-20,kbltuhan pokok,Belanja
2017-04-20,streaming,Hiburan
2017-04-20,lain-lain,Lainnya
2017-04-20,warnas,Makanan & Minuman
2017-04-20,sabun,Belanja
2017-04-20,isi pulsa,Tagihan
2017-04-20,cemilan,Makanan & Minuman
2017-04-20,lain-lain,Lainnya
2017-04-20,siang mkn,Makanan & Minuman
2017-04-20,gofud,Makanan & Minuman
2017-04-21,lainj-lain,Lainnya
2017-04-21,lain-lain,Lainnya
2017-04-21,biaya admin,Lainnya
2017-04-21,listrik,Tagihan
2017-04-22,ybaya adm,Lainnya
2017-04-22,nyemil skore,Makanan & Minuman
2017-04-22,air,Tagihan
2017-04-22,indomart,Belanja
2017-04-22,streaming,Hiburan
2017-04-23,main ke small,Hiburan
2017-04-23,paketan,Tagihan
2017-04-23,alpamat,Belanja
2017-04-23,bonus,Gaji
2017-04-23,simpanan,Investasi
2017-04-24,warteg,Makanan & Minuman
2017-04-24,insentif,Gaji
2017-04-24,indomart,Belanja
2017-04-24,bonus,Gaji
2017-04-24,bpjs,Tagihan
2017-04-24,gfood,Makanan & Minuman
2017-04-24,tissue,Belanja
2017-04-25,streming,Hiburan
2017-04-25,token,Tagihan
2017-04-25,air,Tagihan
2017-04-25,nasi warung,Makanan & Minuman
2017-04-25,lain-lain,Lainnya
2017-04-25,lain-lain,Lainnya
2017-04-25,gajian,Gaji
2017-04-25,income blnan,Gaji
2017-04-26,mkan siang,Makanan & Minuman
2017-04-26,air,Tagihan
2017-04-26,gfood,Makanan & Minuman
2017-04-26,bioskop,Hiburan
2017-04-26,air,Tagihan
2017-04-26,warnas,Makanan & Minuman
2017-04-26,tisu,Belanja
2017-04-27,malam mam,Makanan & Minuman
2017-04-27,prkir,Tagihan
2017-04-27,biaya adm,Lainnya
2017-04-27,jajann sore,Makanan & Minuman
2017-04-27,cemilan,Makanan & Minuman
2017-04-27,alfa,Belanja
2017-04-27,cashbk,Investasi
2017-04-27,internetan,Tagihan
2017-04-27,wrg nasi,Makanan & Minuman
2017-04-27,lain-lain,Lainnya
2017-04-28,alpamart,Belanja
2017-04-28,bioskop,Hiburan
2017-04-28,keb. pokok,Belanja
2017-04-28,makan jmalam,Makanan & Minuman
2017-04-29,awrnas,Makanan & Minuman
2017-04-29,tp up game,Hiburan
2017-04-29,tissue,Belanja
2017-04-29,lain-lain,Lainnya
2017-04-29,mam siang,Makanan & Minuman
2017-04-30,bpjs,Tagihan
2017-04-30,awrteg,Makanan & Minuman
2017-04-30,stock dapur dapur,Belanja
2017-04-30,bioskop,Hiburan
2017-04-30,gofud,Makanan & Minuman
2017-04-30,blnja mingguan,Belanja
2017-05-01,gofpud,Makanan & Minuman
2017-05-01,bioskop,Hiburan
2017-05-01,netflisxan,Hiburan
2017-05-01,kebutuan pokok,Belanja
2017-05-01,top up game,Hiburan
2017-05-01,main ke amll,Hiburan
2017-05-02,sabun,Belanja
2017-05-02,prkr,Tagihan
2017-05-02,tp up game,Hiburan
2017-05-02,indomart,Belanja
2017-05-02,gfood,Makanan & Minuman
2017-05-02,main ke mall,Hiburan
2017-05-02,lain-lain,Lainnya
2017-05-02,mkn siang,Makanan & Minuman
2017-05-02,go-food,Makanan & Minuman
2017-05-02,air,Tagihan
2017-05-02,bioaskop,Hiburan
2017-05-02,nanem mfodal,Investasi
2017-05-03,alfamrt,Belanja
2017-05-03,maksi,Makanan & Minuman
2017-05-03,gblnja minggukan,Belanja
2017-05-03,indomrt,Belanja
2017-05-03,okpi-kopi pagi,Makanan & Minuman
2017-05-03,insentif,Gaji
2017-05-03,internetdan,Tagihan
2017-05-03,lstrk,Tagihan
2017-05-03,topup gam,Hiburan
2017-05-04,air,Tagihan
2017-05-04,atoken,Tagihan
2017-05-04,sbun,Belanja
2017-05-04,tp up game,Hiburan
2017-05-05,air,Tagihan
2017-05-05,alpamart,Belanja
2017-05-05,bnga bank,Investasi
2017-05-05,bjs,Tagihan
2017-05-05,lain-lsain,Lainnya
2017-05-05,back cash,Investasi
2017-05-05,iurn bln,Tagihan
2017-05-05,kopi pagi,Makanan & Minuman
2017-05-05,bya admin,Lainnya
2017-05-05,bleanja kebutuhan mingguan,Belanja
2017-05-06,pls,Tagihan
2017-05-06,bya adm,Lainnya
2017-05-06,main ke mall,Hiburan
2017-05-06,nanem modal,Investasi
2017-05-06,tp up game,Hiburan
2017-05-06,bioskop,Hiburan
2017-05-06,tissu,Belanja
2017-05-06,uran blnan,Tagihan
2017-05-06,cemilan,Makanan & Minuman
2017-05-07,lain-lain,Lainnya
2017-05-07,paketan,Tagihan
2017-05-07,inteerst,Investasi
2017-05-07,isi ame,Hiburan
2017-05-07,pulsa,Tagihan
2017-05-07,alafmart,Belanja
2017-05-08,tdoken,Tagihan
2017-05-08,topup gam,Hiburan
2017-05-08,jajan sore,Makanan & Minuman
2017-05-08,warung nasi,Makanan & Minuman
2017-05-08,jajann sore,Makanan & Minuman
2017-05-08,pls,Tagihan
2017-05-08,ain ke mall,Hiburan
2017-05-08,pulsa,Tagihan
2017-05-09,ke main mall,Hiburan
2017-05-09,alpamart,Belanja
2017-05-09,fee adm,Lainnya
2017-05-09,jajann sore,Makanan & Minuman
2017-05-09,top up game,Hiburan
2017-05-09,bioskop,Hiburan
2017-05-10,cb,Investasi
2017-05-10,indomart,Belanja
2017-05-10,bna bank,Investasi
2017-05-10,main ke mall,Hiburan
2017-05-10,idm,Belanja
2017-05-10,wrg nasi,Makanan & Minuman
2017-05-10,fbelanja blnan mingguan,Belanja
2017-05-11,lain-lain,Lainnya
2017-05-11,isi game,Hiburan
2017-05-11,wrg nasi,Makanan & Minuman
2017-05-11,byaya dadmn,Lainnya
2017-05-11,proyekan,Gaji
2017-05-11,kopi pagi,Makanan & Minuman
2017-05-11,byaya admn,Lainnya
2017-05-11,lain-lain,Lainnya
2017-05-11,inet,Tagihan
2017-05-12,pusla,Tagihan
2017-05-12,indomart,Belanja
2017-05-12,warnas,Makanan & Minuman
2017-05-12,lain-lain,Lainnya
2017-05-12,kbtuhan pokok,Belanja
2017-05-12,main ke mjall,Hiburan
2017-05-12,main ke mall,Hiburan
2017-05-12,insentif,Gaji
2017-05-12,sabun,Belanja
2017-05-12,lain-lain,Lainnya
2017-05-13,gofood,Makanan & Minuman
2017-05-13,byaya adm,Lainnya
2017-05-14,pulsa,Tagihan
2017-05-14,up game top,Hiburan
2017-05-14,top up game,Hiburan
2017-05-14,lain-lain,Lainnya
2017-05-14,biogskop,Hiburan
2017-05-15,bpjs,Tagihan
2017-05-15,bya admin,Lainnya
2017-05-15,bioskop,Hiburan
2017-05-15,widfi,Tagihan
2017-05-15,insenif,Gaji
2017-05-15,tp up game,Hiburan
2017-05-15,pkk kbtuhn,Belanja
2017-05-16,tp up game,Hiburan
2017-05-16,prkir,Tagihan
2017-05-16,lain-lain,Lainnya
2017-05-16,biaya adm,Lainnya
2017-05-16,main ke mall,Hiburan
2017-05-16,kebuuan pokok,Belanja
2017-05-16,paketan,Tagihan
2017-05-17,blnja mingguan,Belanja
2017-05-17,game isi,Hiburan
2017-05-17,isi game,Hiburan
2017-05-17,byaa adm,Lainnya
2017-05-17,iurn bln,Tagihan
